id,first_name,second_name,web_name,team_name,pos,now_cost,selected_by_percent,status,chance_of_playing_next_round,total_points,minutes,goals_scored,assists,clean_sheets,creativity,influence,threat,ict_index
128,Frank,Onyeka,Onyeka,Brentford,MID,50,0.1,a,,2,23,0,0,0,0.5,0.0,0.0,0.0
129,Yehor,Yarmoliuk,Yarmoliuk,Brentford,MID,50,0.1,a,,43,1435,0,0,3,196.1,259.6,89.0,54.4
130,Romelle,Donovan,Donovan,Brentford,MID,45,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
131,Yunus Emre,Konak,Konak,Brentford,MID,45,0.2,a,,10,53,0,0,0,4.5,8.0,3.0,1.2
132,Paris,Maghoma,Maghoma,Brentford,MID,45,0.1,a,,8,112,0,0,0,15.8,27.8,10.0,5.4
133,Myles,Peart-Harris,Peart-Harris,Brentford,MID,45,0.0,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
134,Ryan,Trevitt,Trevitt,Brentford,MID,45,0.1,a,,1,3,0,0,0,0.1,2.6,0.0,0.3
135,Yoane,Wissa,Wissa,Brentford,FWD,75,6.9,a,,185,2921,18,6,9,400.0,849.4,1181.0,242.4
136,Igor Thiago,Nascimento Rodrigues,Thiago,Brentford,FWD,60,1.2,a,,9,167,0,0,0,30.6,18.2,12.0,5.8
137,Iwan,Morgan,Morgan,Brentford,FWD,45,0.5,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
138,Jason,Steele,Steele,Brighton,GKP,45,0.4,a,,9,180,0,0,1,0.0,40.4,0.0,4.1
139,Bart,Verbruggen,Verbruggen,Brighton,GKP,45,6.7,a,,103,3240,0,1,7,10.0,849.8,0.0,85.8
140,Tom,McGill,McGill,Brighton,GKP,40,0.3,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
141,Carl,Rushworth,Rushworth,Brighton,GKP,40,0.0,u,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
142,Kjell,Scherpen,Scherpen,Brighton,GKP,40,0.0,u,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
143,Olivier,Boscagli,Boscagli,Brighton,DEF,45,0.2,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
144,Diego,Coppola,Coppola,Brighton,DEF,45,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
145,Maxim,De Cuyper,De Cuyper,Brighton,DEF,45,7.4,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
146,Lewis,Dunk,Dunk,Brighton,DEF,45,1.1,a,,44,2081,0,1,4,115.7,425.4,128.0,66.9
147,Pervis,Estupiñán Tenorio,Estupiñan,Brighton,DEF,45,0.2,u,0.0,63,2399,1,1,3,530.1,504.4,173.0,120.8
148,Ferdi,Kadıoğlu,F.Kadıoğlu,Brighton,DEF,45,0.3,a,,19,385,1,0,2,83.7,116.4,40.0,24.0
149,Igor Julio,dos Santos de Paulo,Igor,Brighton,DEF,45,0.1,a,,18,959,0,0,1,54.7,189.6,4.0,24.9
150,Tariq,Lamptey,Lamptey,Brighton,DEF,45,0.4,a,,42,856,2,2,2,101.0,213.6,52.0,36.8
151,Jan Paul,van Hecke,Van Hecke,Brighton,DEF,45,1.2,a,,87,2960,1,1,7,261.8,736.6,182.0,118.3
152,Joël,Veltman,Veltman,Brighton,DEF,45,0.3,a,,59,1694,0,0,6,147.2,273.0,59.0,48.1
153,Adam,Webster,Webster,Brighton,DEF,45,0.1,i,0.0,39,885,0,1,4,49.7,198.4,55.0,30.2
154,Eiran,Cashin,Cashin,Brighton,DEF,40,0.1,u,0.0,1,19,0,0,0,0.6,7.0,0.0,0.7
155,Jacob,Slater,Slater,Brighton,DEF,40,0.2,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
156,Charlie,Tasker,Tasker,Brighton,DEF,40,0.2,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
157,Mitoma,Kaoru,Mitoma,Brighton,MID,65,6.1,a,,145,2597,10,5,6,578.0,670.6,856.0,210.7
158,Georginio,Rutter,Georginio,Brighton,MID,60,0.4,a,,95,1651,5,6,6,281.8,355.4,404.0,103.0
159,Solly,March,March,Brighton,MID,60,0.1,a,,7,161,0,0,0,59.6,24.0,18.0,10.1
160,Yankuba,Minteh,Minteh,Brighton,MID,60,1.3,a,,102,1831,6,5,4,448.9,523.8,615.0,159.1
161,Julio,Enciso Espínola,Enciso,Brighton,MID,55,0.2,a,,59,1155,2,3,2,268.9,250.8,362.0,87.7
162,Brajan,Gruda,Gruda,Brighton,MID,55,0.1,a,,45,676,1,4,1,311.6,196.6,187.0,69.1
163,Jack,Hinshelwood,Hinshelwood,Brighton,MID,55,0.2,a,,89,1839,5,3,6,268.1,394.6,304.0,97.0
164,Matt,O'Riley,O'Riley,Brighton,MID,55,0.2,a,,50,929,2,3,2,322.5,211.4,219.0,75.3
165,Abdallah,Sima,Sima,Brighton,MID,55,0.0,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
166,Yasin,Ayari,Ayari,Brighton,MID,50,0.3,a,,74,1958,2,1,7,507.5,363.2,247.0,111.7
167,Carlos,Baleba,Baleba,Brighton,MID,50,5.0,a,,87,2660,3,1,8,343.7,515.4,193.0,105.2
168,Facundo,Buonanotte,Buonanotte,Brighton,MID,50,0.3,a,,75,1508,5,2,2,415.8,415.8,318.0,114.7
169,Diego,Gómez Amarilla,Gomez,Brighton,MID,50,0.1,a,,30,507,1,1,0,143.2,124.2,69.0,33.6
170,James,Milner,Milner,Brighton,MID,50,0.1,a,,6,170,0,0,1,66.3,28.6,12.0,10.7
171,Jeremy,Sarmiento Morante,Sarmiento,Brighton,MID,50,0.1,a,,1,8,0,0,0,0.8,0.2,0.0,0.1
172,Tom,Watson,Watson,Brighton,MID,50,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
173,Mats,Wieffer,Wieffer,Brighton,MID,50,0.1,a,,52,1003,1,5,2,230.4,328.8,129.0,68.5
174,Malick,Yalcouyé,Yalcouye,Brighton,MID,50,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
175,Joe,Knight,Knight,Brighton,MID,45,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
176,Adrian,Mazilu,Mazilu,Brighton,MID,45,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
177,Andrew,Moran,Moran,Brighton,MID,45,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
178,Danny,Welbeck,Welbeck,Brighton,FWD,65,7.6,a,,125,2109,10,5,7,331.3,550.2,676.0,155.8
179,Evan,Ferguson,Ferguson,Brighton,FWD,55,0.1,u,0.0,28,385,1,0,1,68.5,80.0,104.0,25.0
180,Stefanos,Tzimas,Tzimas,Brighton,FWD,55,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
181,Charalampos,Kostoulas,Kostoulas,Brighton,FWD,50,0.6,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
220,Robert,Lynch Sánchez,Sánchez,Chelsea,GKP,50,15.9,a,,126,2880,0,0,10,20.0,755.6,0.0,77.5
221,Filip,Jörgensen,Jörgensen,Chelsea,GKP,45,0.2,a,,18,540,0,0,1,0.0,157.6,0.0,15.9
222,Mike,Penders,Penders,Chelsea,GKP,40,0.0,u,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
223,Gabriel,Słonina,Slonina,Chelsea,GKP,40,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
224,Marc,Cucurella Saseta,Cucurella,Chelsea,DEF,60,18.9,a,,133,2988,5,2,9,350.6,668.6,358.0,137.9
225,Reece,James,James,Chelsea,DEF,55,4.5,a,,54,1057,1,2,3,202.1,207.6,56.0,46.7
226,Trevoh,Chalobah,Chalobah,Chelsea,DEF,50,0.8,a,,93,1969,3,1,6,124.2,496.4,222.0,84.6
227,Levi,Samuels Colwill,Colwill,Chelsea,DEF,50,3.6,i,0.0,109,3150,2,1,10,214.3,692.0,185.0,109.4
228,Malo,Gusto,Gusto,Chelsea,DEF,50,2.1,a,,60,1853,0,1,4,394.6,336.8,147.0,87.9
229,Benoît,Badiashile Mukinayi,B.Badiashile,Chelsea,DEF,45,0.1,a,,7,332,0,0,0,12.6,66.0,0.0,7.9
230,Wesley,Fofana,Fofana,Chelsea,DEF,45,0.3,a,,26,1172,0,0,2,85.0,200.2,33.0,31.9
231,Mamadou,Sarr,M.Sarr,Chelsea,DEF,45,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
232,Tosin,Adarabioyo,Tosin,Chelsea,DEF,45,0.4,a,,71,1403,1,1,7,48.2,352.2,92.0,49.6
233,Josh,Acheampong,Acheampong,Chelsea,DEF,40,0.3,a,,4,168,0,0,0,2.5,13.6,13.0,2.9
234,Aarón,Anselmino,Anselmino,Chelsea,DEF,40,0.2,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
235,Cole,Palmer,Palmer,Chelsea,MID,105,54.1,a,,214,3193,15,10,10,1259.2,1068.2,1052.0,338.0
236,Pedro,Lomba Neto,Neto,Chelsea,MID,70,4.1,a,,104,2262,4,6,8,762.7,492.0,545.0,180.0
237,Enzo,Fernández,Enzo,Chelsea,MID,65,4.0,a,,135,2943,6,8,10,1131.6,761.6,517.0,241.3
238,Estêvão,Almeida de Oliveira Gonçalves,Estêvão,Chelsea,MID,65,1.0,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
239,Jamie,Bynoe-Gittens,Gittens,Chelsea,MID,65,0.3,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
240,Christopher,Nkunku,Nkunku,Chelsea,MID,60,0.2,a,,60,904,3,2,2,204.9,230.2,339.0,77.1
241,Moisés,Caicedo Corozo,Caicedo,Chelsea,MID,55,7.0,a,,98,3351,1,4,12,568.8,627.6,95.0,129.2
243,Tyrique,George,George,Chelsea,MID,50,0.1,a,,17,177,1,1,1,72.7,67.4,32.0,17.1
244,Roméo,Lavia,Lavia,Chelsea,MID,50,0.1,a,,26,792,0,1,3,121.7,113.2,7.0,24.4
245,Mykhailo,Mudryk,Mudryk,Chelsea,MID,50,0.0,s,0.0,7,145,0,0,0,31.5,23.2,31.0,8.5
246,Andrey,Nascimento dos Santos,Andrey Santos,Chelsea,MID,45,0.4,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
247,Dário,Luís Essugo,D.Essugo,Chelsea,MID,45,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
248,Kendry,Páez Andrade,Paez,Chelsea,MID,45,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
249,João Pedro,Junqueira de Jesus,João Pedro,Chelsea,FWD,75,52.1,a,,126,1946,10,6,6,456.0,567.0,644.0,166.0
250,Liam,Delap,Delap,Chelsea,FWD,65,4.7,a,,132,2587,12,2,3,290.5,513.0,783.0,157.5
251,Nicolas,Jackson,N.Jackson,Chelsea,FWD,65,0.1,s,0.0,121,2220,10,6,11,368.3,546.4,976.0,187.4
672,Jorrel,Hato,Hato,Chelsea,DEF,50,0.2,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
253,Dean,Henderson,Henderson,Crystal Palace,GKP,50,3.5,a,,135,3420,0,0,11,30.0,853.6,4.0,88.6
254,Walter,Benítez,Benitez,Crystal Palace,GKP,40,0.4,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
255,Remi,Matthews,Matthews,Crystal Palace,GKP,40,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
256,Daniel,Muñoz Mejía,Muñoz,Crystal Palace,DEF,55,8.4,a,,142,3229,4,6,11,634.2,816.6,524.0,197.6
257,Maxence,Lacroix,Lacroix,Crystal Palace,DEF,50,1.1,a,,114,3116,1,2,11,113.7,723.8,277.0,111.4
258,Tyrick,Mitchell,Mitchell,Crystal Palace,DEF,50,1.0,a,,123,3090,0,6,12,559.1,630.8,170.0,136.2
259,Borna,Sosa,Sosa,Crystal Palace,DEF,50,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
260,Marc,Guéhi,Guéhi,Crystal Palace,DEF,45,13.2,a,,116,3059,3,2,11,237.6,827.0,247.0,131.0
261,Chris,Richards,Richards,Crystal Palace,DEF,45,1.0,a,,68,1921,1,1,7,45.0,470.8,181.0,69.6
262,Chadi,Riad Dnanou,Chadi Riad,Crystal Palace,DEF,40,0.0,i,0.0,1,90,0,0,0,1.3,18.2,0.0,2.0
263,Nathaniel,Clyne,Clyne,Crystal Palace,DEF,40,0.7,a,,18,477,0,0,1,51.8,66.6,8.0,12.4
264,Rob,Holding,Holding,Crystal Palace,DEF,40,0.3,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
265,Caleb,Kporha,Kporha,Crystal Palace,DEF,40,0.2,a,,2,11,0,0,0,4.6,8.0,0.0,1.3
266,Eberechi,Eze,Eze,Crystal Palace,MID,75,9.2,a,,148,2588,8,8,10,849.2,685.0,691.0,222.4
267,Ismaïla,Sarr,Sarr,Crystal Palace,MID,65,2.3,a,,149,2708,8,7,10,618.0,675.0,866.0,215.9
268,Cheick,Doucouré,Doucouré,Crystal Palace,MID,50,0.0,i,0.0,19,443,0,1,1,25.7,58.6,23.0,10.8
269,Romain,Esse,Esse,Crystal Palace,MID,50,0.2,a,,22,138,1,2,0,38.4,74.8,51.0,16.4
270,Will,Hughes,Hughes,Crystal Palace,MID,50,0.1,a,,67,2100,0,4,10,462.6,335.2,90.0,87.5
271,Daichi,Kamada,Kamada,Crystal Palace,MID,50,0.1,a,,45,1545,0,0,3,314.1,219.2,145.0,68.2
272,Jefferson,Lerma Solís,Lerma,Crystal Palace,MID,50,0.1,a,,58,2270,0,1,6,190.2,401.4,197.0,78.7
273,Adam,Wharton,Wharton,Crystal Palace,MID,50,0.5,a,,42,1314,0,2,4,381.4,261.2,69.0,71.2
274,Asher,Agbinone,Agbinone,Crystal Palace,MID,45,0.1,a,,2,4,0,0,0,10.6,4.0,1.0,1.5
275,Naouirou,Ahamada,Ahamada,Crystal Palace,MID,45,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
276,Justin,Devenny,Devenny,Crystal Palace,MID,45,1.7,a,,34,494,1,1,0,101.8,138.8,90.0,33.2
277,Malcolm,Ebiowei,Ebiowei,Crystal Palace,MID,45,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
278,Jesurun,Rak-Sakyi,J.Rak-Sakyi,Crystal Palace,MID,45,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
279,Matheus,França de Oliveira,M.França,Crystal Palace,MID,45,0.1,a,,9,52,1,0,0,1.2,48.4,66.0,11.5
280,David,Ozoh,Ozoh,Crystal Palace,MID,45,0.0,u,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
281,Kaden,Rodney,Rodney,Crystal Palace,MID,45,0.0,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
282,Franco,Umeh-Chibueze,Umeh,Crystal Palace,MID,45,0.0,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
283,Jean-Philippe,Mateta,Mateta,Crystal Palace,FWD,75,6.3,a,,150,2642,14,2,9,405.4,671.6,800.0,187.3
284,Eddie,Nketiah,Nketiah,Crystal Palace,FWD,55,1.6,a,,53,1018,3,2,2,163.7,192.2,475.0,82.5
285,Odsonne,Édouard,Édouard,Crystal Palace,FWD,50,1.1,a,,7,141,0,0,0,25.0,5.0,50.0,8.0
286,Zach,Marsh,Marsh,Crystal Palace,FWD,45,0.3,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
242,Kiernan,Dewsbury-Hall,Dewsbury-Hall,Everton,MID,50,1.1,a,,18,257,0,1,0,47.4,57.4,21.0,12.6
287,Jordan,Pickford,Pickford,Everton,GKP,55,12.1,a,,158,3420,0,1,12,20.3,1052.0,0.0,107.0
288,Mark,Travers,Travers,Everton,GKP,45,0.2,a,,19,450,0,0,1,0.0,146.4,0.0,14.6
289,Harry,Tyrer,Tyrer,Everton,GKP,40,0.2,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
290,Jarrad,Branthwaite,Branthwaite,Everton,DEF,55,1.9,a,,88,2509,0,1,9,57.7,624.6,130.0,81.3
291,James,Tarkowski,Tarkowski,Everton,DEF,55,5.1,a,,105,2922,1,1,10,188.8,859.0,217.0,126.9
292,Vitalii,Mykolenko,Mykolenko,Everton,DEF,50,4.4,a,,121,3082,1,3,11,428.5,621.4,100.0,115.2
293,Jake,O'Brien,O'Brien,Everton,DEF,50,0.4,a,,65,1568,2,0,5,108.9,341.4,109.0,56.0
294,Séamus,Coleman,Coleman,Everton,DEF,45,0.1,a,,5,214,0,0,0,3.8,42.4,23.0,7.1
295,Michael,Keane,Keane,Everton,DEF,45,0.3,a,,48,1046,3,0,3,23.2,306.6,123.0,45.4
296,Nathan,Patterson,Patterson,Everton,DEF,45,0.2,a,,14,342,0,1,0,70.3,71.6,12.0,15.5
297,Roman,Dixon,Dixon,Everton,DEF,40,0.3,a,,0,90,0,0,0,0.3,15.4,0.0,1.6
298,Reece,Welch,Welch,Everton,DEF,40,0.2,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
299,Iliman,Ndiaye,Ndiaye,Everton,MID,65,12.9,a,,114,2426,9,0,15,326.4,598.0,493.0,142.0
300,Dwight,McNeil,McNeil,Everton,MID,60,0.8,a,,93,1366,4,8,5,631.8,392.0,207.0,123.3
301,Carlos,Alcaraz Durán,Alcaraz,Everton,MID,55,0.3,a,,44,766,2,3,1,205.7,219.4,227.0,65.4
302,Idrissa Gana,Gueye,Gana,Everton,MID,55,0.1,a,,89,3063,0,3,12,327.2,522.0,117.0,96.6
303,James,Garner,Garner,Everton,MID,50,0.1,a,,42,1590,0,1,5,248.2,264.8,93.0,60.4
304,Tim,Iroegbunam,Iroegbunam,Everton,MID,50,0.1,a,,22,562,0,1,0,40.9,122.2,32.0,19.6
305,Harrison,Armstrong,Armstrong,Everton,MID,45,0.4,a,,2,47,0,0,0,10.9,1.8,9.0,2.2
306,Callum,Bates,Bates,Everton,MID,45,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
307,Coby,Ebere,Ebere,Everton,MID,45,0.0,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
308,Isaac,Heath,Heath,Everton,MID,45,0.0,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
309,Jenson,Metcalfe,Metcalfe,Everton,MID,45,0.0,u,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
310,Thierno,Barry,Barry,Everton,FWD,60,1.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
311,Norberto Bercique,Gomes Betuncal,Beto,Everton,FWD,55,13.5,a,,87,1521,8,0,4,163.9,373.2,666.0,119.5
312,Youssef,Ramalho Chermiti,Y.Chermiti,Everton,FWD,50,0.2,a,,3,42,0,0,0,0.6,2.4,27.0,3.0
313,Martin,Sherif,Sherif,Everton,FWD,45,0.3,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
667,Adam,Aznou,Aznou,Everton,DEF,45,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
314,Bernd,Leno,Leno,Fulham,GKP,50,1.7,a,,115,3420,0,2,5,20.0,967.0,0.0,98.6
315,Steven,Benda,Benda,Fulham,GKP,40,0.1,u,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
316,Antonee,Robinson,Robinson,Fulham,DEF,50,6.3,a,,106,3166,0,10,5,723.4,922.2,206.0,185.5
317,Joachim,Andersen,Andersen,Fulham,DEF,45,1.4,a,,51,2673,0,0,4,99.0,687.6,162.0,95.0
318,Calvin,Bassey,Bassey,Fulham,DEF,45,0.4,a,,75,3074,1,0,5,96.7,587.2,157.0,84.1
319,Timothy,Castagne,Castagne,Fulham,DEF,45,0.2,a,,46,1642,0,1,3,163.6,360.4,123.0,64.9
320,Issa,Diop,Diop,Fulham,DEF,45,0.1,a,,31,1334,0,0,1,44.7,257.6,83.0,38.3
321,Jorge,Cuenca Barreno,J.Cuenca,Fulham,DEF,45,0.1,a,,9,349,0,0,0,2.3,81.2,4.0,8.6
322,Kenny,Tete,Tete,Fulham,DEF,45,0.2,a,,49,1773,0,2,3,192.2,381.2,158.0,73.1
323,Samuel,Amissah,Amissah,Fulham,DEF,40,0.2,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
324,Alex,Iwobi,Iwobi,Fulham,MID,65,1.5,a,,156,2981,9,6,6,922.4,806.8,699.0,243.0
325,Emile,Smith Rowe,Smith Rowe,Fulham,MID,60,1.2,a,,114,2036,6,3,7,422.3,433.8,386.0,124.4
326,Adama,Traoré Diarra,Adama,Fulham,MID,55,0.4,a,,95,1756,2,8,3,632.1,385.4,426.0,144.6
327,Andreas,Hoelgebaum Pereira,Andreas,Fulham,MID,55,0.5,a,,81,2004,2,6,5,868.3,326.6,300.0,149.0
328,Ryan,Sessegnon,Sessegnon,Fulham,MID,55,0.2,a,,57,574,4,2,1,158.8,284.0,227.0,67.1
329,Harry,Wilson,Wilson,Fulham,MID,55,1.4,a,,78,1148,6,2,2,310.2,334.6,440.0,107.8
330,Sander,Berge,Berge,Fulham,MID,50,0.1,a,,53,2221,0,0,4,285.7,314.4,51.0,65.1
331,Tom,Cairney,Cairney,Fulham,MID,50,0.1,a,,33,610,2,0,1,213.8,163.8,94.0,47.2
