id,first_name,second_name,web_name,team_name,pos,now_cost,selected_by_percent,status,chance_of_playing_next_round,total_points,minutes,goals_scored,assists,clean_sheets,creativity,influence,threat,ict_index
498,Joe,White,White,Newcastle,MID,45,0.1,u,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
499,Alexander,Isak,Isak,Newcastle,FWD,105,26.2,a,,211,2758,23,6,12,573.1,1043.0,1320.0,292.7
500,William,Osula,Osula,Newcastle,FWD,55,0.2,a,,19,124,1,0,0,25.1,42.4,37.0,10.5
501,Sean,Neave,Neave,Newcastle,FWD,45,0.3,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
674,Aaron,Ramsdale,Ramsdale,Newcastle,GKP,50,0.3,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
502,Matz,Sels,Sels,Nott'm Forest,GKP,50,17.9,a,,150,3420,0,1,13,20.2,942.2,0.0,96.7
503,Carlos Miguel,dos Santos Pereira,C.Miguel,Nott'm Forest,GKP,40,0.3,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
504,Matt,Turner,Turner,Nott'm Forest,GKP,40,1.3,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
505,Nikola,Milenković,Milenković,Nott'm Forest,DEF,55,9.2,a,,145,3330,5,2,13,107.9,805.2,361.0,127.2
506,Murillo,Costa dos Santos,Murillo,Nott'm Forest,DEF,55,4.9,a,,130,3188,2,0,12,211.2,927.2,201.0,134.0
507,Ola,Aina,Aina,Nott'm Forest,DEF,50,17.4,a,,128,2996,2,1,12,282.3,578.2,80.0,94.1
508,Neco,Williams,N.Williams,Nott'm Forest,DEF,50,4.9,a,,109,2588,1,3,10,305.3,628.4,244.0,118.0
509,David,Mota Veiga Teixeira do Carmo,David Carmo,Nott'm Forest,DEF,45,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
510,Jair,Paula da Cunha Filho,Jair Cunha,Nott'm Forest,DEF,45,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
511,Felipe,Rodrigues da Silva,Morato,Nott'm Forest,DEF,45,0.1,a,,36,891,0,0,3,10.8,205.2,22.0,24.0
512,Omar,Richards,O.Richards,Nott'm Forest,DEF,45,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
513,Zach,Abbott,Abbott,Nott'm Forest,DEF,40,0.3,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
514,Willy,Boly,Boly,Nott'm Forest,DEF,40,0.6,a,,6,146,0,0,0,0.4,51.0,17.0,6.8
515,Morgan,Gibbs-White,Gibbs-White,Nott'm Forest,MID,75,4.8,a,,154,2806,7,11,13,793.7,680.4,632.0,210.6
516,Callum,Hudson-Odoi,Hudson-Odoi,Nott'm Forest,MID,60,1.7,a,,103,2190,5,3,11,663.9,445.6,405.0,151.0
517,Elliot,Anderson,Anderson,Nott'm Forest,MID,55,4.8,a,,107,2726,2,6,13,605.2,638.8,308.0,155.6
518,João Pedro,Ferreira da Silva,Jota,Nott'm Forest,MID,55,0.1,a,,52,835,3,2,1,182.9,221.8,239.0,64.6
519,Nicolás,Domínguez,Dominguez,Nott'm Forest,MID,50,0.0,i,0.0,54,1954,0,1,7,247.2,410.2,237.0,89.4
520,Lewis,O'Brien,O'Brien,Nott'm Forest,MID,50,0.0,u,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
521,Ibrahim,Sangaré,Sangaré,Nott'm Forest,MID,50,0.1,a,,20,584,0,1,2,80.3,130.6,21.0,23.2
522,Ryan,Yates,Yates,Nott'm Forest,MID,50,0.2,a,,67,1901,2,2,6,241.1,344.4,265.0,85.4
523,Eric,da Silva Moreira,Da Silva Moreira,Nott'm Forest,MID,45,0.2,a,,2,28,0,0,0,0.3,5.2,0.0,0.6
524,Marko,Stamenić,Stamenic,Nott'm Forest,MID,45,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
525,Chris,Wood,Wood,Nott'm Forest,FWD,75,16.4,a,,200,2958,20,3,15,320.0,838.4,900.0,205.6
526,Igor Jesus,Maciel da Cruz,Igor Jesus,Nott'm Forest,FWD,60,1.2,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
527,Taiwo,Awoniyi,Awoniyi,Nott'm Forest,FWD,55,0.8,a,,32,398,1,0,1,40.9,67.0,118.0,21.9
669,Dan,Ndoye,Ndoye,Nott'm Forest,MID,60,0.3,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
675,Angus,Gunn,Gunn,Nott'm Forest,GKP,40,0.2,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
252,Marc,Guiu Paz,Marc Guiu,Sunderland,FWD,45,9.5,a,,3,71,0,0,0,11.8,4.4,6.0,2.2
528,Anthony,Patterson,Patterson,Sunderland,GKP,45,0.5,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
529,Simon,Moore,Moore,Sunderland,GKP,40,0.6,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
530,Blondy,Nna Noukeu,Nna Noukeu,Sunderland,GKP,40,0.2,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
531,Daniel,Ballard,Ballard,Sunderland,DEF,45,0.3,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
532,Trai,Hume,Hume,Sunderland,DEF,45,0.3,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
533,Aji,Alese,Alese,Sunderland,DEF,40,0.0,i,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
534,Joe,Anderson,Anderson,Sunderland,DEF,40,0.6,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
535,Dennis,Cirkin,Cirkin,Sunderland,DEF,40,0.2,i,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
536,Leo Fuhr,Hjelde,Hjelde,Sunderland,DEF,40,0.0,i,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
537,Niall,Huggins,Huggins,Sunderland,DEF,40,0.3,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
538,Zak,Johnson,Johnson,Sunderland,DEF,40,0.3,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
539,Luke,O'Nien,O'Nien,Sunderland,DEF,40,0.0,i,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
540,Timothée,Pembélé,Pembele,Sunderland,DEF,40,0.3,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
541,Reinildo,Mandava,Reinildo,Sunderland,DEF,40,7.9,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
542,Jenson,Seelt,Seelt,Sunderland,DEF,40,0.4,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
543,Simon,Adingra,Adingra,Sunderland,MID,55,2.6,a,,60,1081,2,3,2,261.9,212.4,337.0,80.9
544,Habib,Diarra,Diarra,Sunderland,MID,55,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
545,Patrick,Roberts,Roberts,Sunderland,MID,55,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
546,Milan,Aleksić,Aleksić,Sunderland,MID,50,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
547,Enzo,Le Fée,E.Le Fée,Sunderland,MID,50,1.0,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
548,Romaine,Mundle,Mundle,Sunderland,MID,50,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
549,Dan,Neil,Neil,Sunderland,MID,50,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
550,Ian,Poveda-Ocampo,Poveda,Sunderland,MID,50,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
551,Chris,Rigg,Rigg,Sunderland,MID,50,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
552,Noah,Sadiki,Sadiki,Sunderland,MID,50,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
553,Chemsdine,Talbi,Talbi,Sunderland,MID,50,0.2,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
554,Abdoullah,Ba,Ba,Sunderland,MID,45,0.4,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
555,Alan,Browne,Browne,Sunderland,MID,45,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
556,Pierre,Ekwah Elimby,Ekwah,Sunderland,MID,45,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
557,Harrison,Jones,H.Jones,Sunderland,MID,45,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
558,Jay,Matete,Matete,Sunderland,MID,45,0.3,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
559,Nectarios,Triantis,Triantis,Sunderland,MID,45,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
560,Wilson,Isidor,Isidor,Sunderland,FWD,55,0.3,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
561,Eliezer,Mayenda Dossou,Mayenda,Sunderland,FWD,55,0.4,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
562,Ahmed,Abdullahi,Abdullahi,Sunderland,FWD,45,1.0,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
563,Luís Hemir,Silva Semedo,Luís Hemir,Sunderland,FWD,45,0.3,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
564,Nazarii,Rusyn,Rusyn,Sunderland,FWD,45,0.3,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
668,Granit,Xhaka,Xhaka,Sunderland,MID,50,2.3,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
670,Robin,Roefs,Roefs,Sunderland,GKP,45,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
565,Guglielmo,Vicario,Vicario,Spurs,GKP,50,3.4,a,,66,2160,0,0,4,0.0,587.8,0.0,58.5
566,Brandon,Austin,Austin,Spurs,GKP,40,0.3,a,,1,90,0,0,0,0.0,20.0,0.0,2.0
567,Antonín,Kinský,Kinsky,Spurs,GKP,40,4.1,a,,17,540,0,0,1,10.1,208.2,0.0,21.7
568,Pedro,Porro Sauceda,Pedro Porro,Spurs,DEF,55,11.5,a,,98,2606,2,6,6,932.9,778.4,200.0,191.2
569,Cristian,Romero,Romero,Spurs,DEF,50,1.8,a,,49,1416,1,1,3,113.1,343.2,232.0,69.0
570,Kevin,Danso,Danso,Spurs,DEF,45,0.1,a,,16,842,0,0,1,34.4,242.0,72.0,34.9
571,Ben,Davies,Davies,Spurs,DEF,45,0.1,a,,28,1329,0,0,3,42.1,343.6,49.0,43.7
572,Radu,Drăgușin,Dragusin,Spurs,DEF,45,0.0,i,0.0,24,1250,0,0,2,58.1,256.4,47.0,36.2
573,Djed,Spence,Spence,Spurs,DEF,45,0.6,a,,51,1790,1,2,3,226.6,433.0,100.0,76.1
574,Destiny,Udogie,Udogie,Spurs,DEF,45,6.9,a,,43,1923,0,1,2,256.5,354.8,132.0,74.5
575,Micky,van de Ven,Van de Ven,Spurs,DEF,45,18.8,a,,32,1014,0,2,2,39.4,212.0,57.0,30.9
576,Ashley,Phillips,Phillips,Spurs,DEF,40,0.1,u,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
577,Takai,Kōta,Takai,Spurs,DEF,40,0.4,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
578,Luka,Vušković,Vuskovic,Spurs,DEF,40,2.0,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
579,Son,Heung-min,Son,Spurs,MID,85,1.9,a,,129,2106,7,10,4,734.9,629.6,707.0,207.2
580,Brennan,Johnson,Johnson,Spurs,MID,70,3.6,a,,137,2171,11,6,2,295.0,559.6,761.0,161.0
581,James,Maddison,Maddison,Spurs,MID,70,2.3,i,0.0,133,1799,9,8,6,702.3,683.4,495.0,187.8
582,Mohammed,Kudus,Kudus,Spurs,MID,65,24.9,a,,106,2589,5,4,7,552.5,471.6,752.0,177.5
583,Dejan,Kulusevski,Kulusevski,Spurs,MID,65,0.0,i,0.0,117,2386,7,4,6,843.8,613.6,733.0,218.7
584,Mathys,Tel,Tel,Spurs,MID,65,0.2,a,,42,908,2,2,2,208.3,183.8,236.0,62.3
585,Rodrigo,Bentancur,Bentancur,Spurs,MID,55,0.1,a,,49,1640,2,0,3,208.5,324.6,165.0,70.2
586,Lucas,Bergvall,Bergvall,Spurs,MID,55,0.2,a,,44,1200,0,2,3,218.7,237.2,97.0,55.0
587,Yves,Bissouma,Bissouma,Spurs,MID,55,0.1,a,,50,1396,2,0,3,133.8,283.8,59.0,48.0
588,Wilson,Odobert,Odobert,Spurs,MID,55,0.1,a,,34,843,1,0,1,108.6,101.2,156.0,36.7
589,Manor,Solomon,Solomon,Spurs,MID,55,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
590,Bryan,Gil Salvatierra,Bryan,Spurs,MID,50,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
591,Archie,Gray,Gray,Spurs,MID,50,0.2,a,,45,1750,0,0,2,71.4,254.6,15.0,34.3
592,Mikey,Moore,Moore,Spurs,MID,50,0.1,a,,19,359,0,2,0,45.2,33.2,34.0,11.0
593,Pape Matar,Sarr,P.M.Sarr,Spurs,MID,50,2.1,a,,71,1901,3,2,2,257.2,398.4,220.0,87.2
594,Yang,Min-hyeok,Min-hyeok,Spurs,MID,45,0.2,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
595,Callum,Olusesi,Olusesi,Spurs,MID,45,0.2,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
596,Dominic,Solanke-Mitchell,Solanke,Spurs,FWD,75,11.2,a,,108,2199,9,5,4,199.8,505.8,729.0,142.1
597,Richarlison,de Andrade,Richarlison,Spurs,FWD,65,1.1,a,,35,497,4,1,1,57.1,180.8,243.0,47.4
598,Will,Lankshear,Lankshear,Spurs,FWD,45,0.4,a,,3,10,0,0,0,0.0,0.0,0.0,0.0
599,Dane,Scarlett,Scarlett,Spurs,FWD,45,0.9,a,,6,31,0,1,0,11.0,24.4,17.0,5.2
673,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,J.Palhinha,Spurs,MID,55,0.2,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
600,Alphonse,Areola,Areola,West Ham,GKP,45,5.3,a,,69,2259,0,0,4,0.0,619.8,0.0,62.1
601,Wes,Foderingham,Foderingham,West Ham,GKP,40,0.8,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
602,Krisztián,Hegyi,Hegyi,West Ham,GKP,40,0.4,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
603,El Hadji Malick,Diouf,Diouf,West Ham,DEF,45,4.0,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
604,Emerson,Palmieri dos Santos,Emerson,West Ham,DEF,45,0.2,a,,76,2108,2,1,5,310.9,420.4,173.0,90.4
605,Maximilian,Kilman,Kilman,West Ham,DEF,45,0.4,a,,82,3348,0,1,6,203.3,832.6,149.0,118.8
606,Konstantinos,Mavropanos,Mavropanos,West Ham,DEF,45,0.1,a,,45,2035,0,0,2,74.9,497.0,160.0,73.2
607,Nayef,Aguerd,N.Aguerd,West Ham,DEF,45,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
608,Ollie,Scarles,Scarles,West Ham,DEF,45,0.1,a,,29,659,0,0,2,54.3,106.4,24.0,18.6
609,Jean-Clair,Todibo,Todibo,West Ham,DEF,45,0.1,a,,54,1824,0,0,5,37.1,373.0,35.0,44.5
610,Aaron,Wan-Bissaka,Wan-Bissaka,West Ham,DEF,45,31.1,a,,118,3154,2,6,6,531.5,807.4,188.0,152.7
611,Kaelan,Casey,Casey,West Ham,DEF,40,0.8,a,,1,1,0,0,0,0.0,2.0,0.0,0.2
612,Lucas,Tolentino Coelho de Lima,L.Paquetá,West Ham,MID,60,1.1,a,,80,2374,4,1,4,627.7,433.2,267.0,132.6
613,Tomáš,Souček,Souček,West Ham,MID,60,0.9,a,,126,2563,9,2,7,231.8,672.6,643.0,154.0
614,James,Ward-Prowse,Ward-Prowse,West Ham,MID,60,0.4,a,,51,1433,1,2,5,378.3,282.4,138.0,80.0
615,Crysencio,Summerville,Summerville,West Ham,MID,55,0.0,i,0.0,33,776,1,1,2,246.1,156.4,186.0,58.7
616,Edson,Álvarez Velázquez,Álvarez,West Ham,MID,50,0.2,a,,40,1769,0,1,3,213.9,281.8,51.0,54.7
617,Maxwel,Cornet,Cornet,West Ham,MID,50,0.1,a,,1,71,0,0,0,3.5,11.6,7.0,2.2
618,Guido,Rodríguez,G.Rodriguez,West Ham,MID,50,0.1,a,,36,1147,0,1,4,79.7,205.4,29.0,31.5
619,Luis Guilherme,Lira dos Santos,L.Guilherme,West Ham,MID,50,0.1,a,,12,139,0,0,0,49.1,27.6,32.0,10.8
620,George,Earthy,Earthy,West Ham,MID,45,0.2,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
621,Andy,Irving,Irving,West Ham,MID,45,0.3,a,,9,161,0,0,0,26.5,37.6,17.0,8.1
622,Lewis,Orford,Orford,West Ham,MID,45,0.2,a,,2,47,0,0,0,27.6,6.4,6.0,4.0
623,Freddie,Potts,Potts,West Ham,MID,45,0.7,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
624,Jarrod,Bowen,Bowen,West Ham,FWD,80,20.3,a,,193,2974,13,11,8,737.8,903.0,1081.0,271.9
625,Niclas,Füllkrug,Füllkrug,West Ham,FWD,60,2.1,a,,42,783,3,2,2,173.3,187.2,221.0,56.8
626,Callum,Marshall,Marshall,West Ham,FWD,45,0.8,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
659,Kyle,Walker-Peters,Walker-Peters,West Ham,DEF,45,0.5,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
671,Callum,Wilson,Wilson,West Ham,FWD,60,0.3,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
627,Sam,Johnstone,Johnstone,Wolves,GKP,45,0.2,a,,12,630,0,0,0,10.0,193.8,0.0,20.4
628,José,Malheiro de Sá,José Sá,Wolves,GKP,45,2.4,a,,93,2610,0,0,7,30.0,603.4,0.0,63.4
629,Daniel,Bentley,Bentley,Wolves,GKP,40,1.1,a,,9,180,0,0,1,0.0,60.0,0.0,6.0
630,Tom,King,King,Wolves,GKP,40,2.6,a,,1,1,0,0,0,0.0,0.0,0.0,0.0
631,Emmanuel,Agbadou,Agbadou,Wolves,DEF,45,0.3,a,,45,1410,1,0,4,57.3,395.2,67.0,52.0
632,Matt,Doherty,Doherty,Wolves,DEF,45,0.2,a,,75,2105,2,1,6,179.9,502.2,135.0,81.8
633,Hugo,Bueno López,H.Bueno,Wolves,DEF,45,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
634,Yerson,Mosquera Valdelamar,Mosquera,Wolves,DEF,45,0.1,a,,3,441,0,0,0,27.3,110.2,21.0,16.0
635,Rodrigo,Martins Gomes,R.Gomes,Wolves,DEF,45,0.1,a,,42,794,2,0,1,180.2,186.6,113.0,47.6
636,Santiago,Ignacio Bueno,S.Bueno,Wolves,DEF,45,0.1,a,,52,1678,0,0,5,15.8,345.4,80.0,44.2
637,Toti,Gomes,Toti,Wolves,DEF,45,0.2,a,,79,2613,0,1,8,144.2,617.2,102.0,86.5
638,Ki-Jana,Hoever,Hoever,Wolves,DEF,40,2.7,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
639,Bastien,Meupiyou Menadjou,Meupiyou,Wolves,DEF,40,0.1,u,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
640,Pedro,Cardoso de Lima,Pedro Lima,Wolves,DEF,40,1.4,a,,2,69,0,0,0,34.8,23.4,11.0,6.9
641,Alfie,Pond,Pond,Wolves,DEF,40,2.1,a,,1,1,0,0,0,0.0,0.0,0.0,0.0
642,Hwang,Hee-chan,Hee Chan,Wolves,MID,60,0.2,a,,37,646,2,1,0,72.7,111.6,84.0,26.7
643,André,Trindade da Costa Neto,André,Wolves,MID,55,0.1,a,,61,2472,0,0,7,285.5,383.2,30.0,69.7
644,Jean-Ricner,Bellegarde,Bellegarde,Wolves,MID,55,0.1,a,,90,1666,2,7,6,422.8,355.6,200.0,97.2
645,Fer,López González,Fer López,Wolves,MID,55,0.1,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
646,João Victor,Gomes da Silva,Gomes,Wolves,MID,55,0.1,a,,87,2975,3,1,6,428.9,513.4,231.0,117.3
647,Gonçalo Manuel,Ganchinho Guedes,Guedes,Wolves,MID,55,0.1,a,,62,979,2,4,3,213.9,215.8,217.0,64.0
648,Marshall,Munetsi,Munetsi,Wolves,MID,55,0.1,a,,50,1077,2,2,5,132.9,176.8,212.0,52.3
649,Boubacar,Traoré,B.Traore,Wolves,MID,50,0.0,u,0.0,1,1,0,0,0,0.0,4.0,0.0,0.4
650,Tawanda,Chirewa,Chirewa,Wolves,MID,45,0.3,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
651,Tom,Edozie,Edozie,Wolves,MID,45,0.4,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
652,Enso,González Medina,Gonzalez,Wolves,MID,45,1.4,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
653,Joe,Hodge,Hodge,Wolves,MID,45,0.3,u,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
654,Jørgen,Strand Larsen,Strand Larsen,Wolves,FWD,65,5.9,a,,145,2587,14,4,7,303.4,646.8,848.0,179.5
655,Fábio,Soares Silva,Fábio Silva,Wolves,FWD,50,0.6,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
656,Saša,Kalajdžić,Kalajdžić,Wolves,FWD,50,0.2,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
657,Leon,Chiwome,Chiwome,Wolves,FWD,45,0.1,i,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
658,Nathan,Fraser,Fraser,Wolves,FWD,45,2.6,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
663,Jhon,Arias,J.Arias,Wolves,MID,55,1.2,a,,0,0,0,0,0,0.0,0.0,0.0,0.0
